PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV56207,No,3584,89520,95,942,38,92,973,39,77
PRV56208,No,0,25610,67,382,0,66,388,0,73
PRV56209,No,330,57370,189,304,2,186,308,2,76
PRV56210,No,33378,254720,150,1698,223,144,1769,232,74
PRV56211,No,410,23700,83,286,5,83,286,5,73
PRV56212,No,0,5360,17,315,0,17,315,0,72
PRV56213,No,1830,161060,643,250,3,355,454,5,74
PRV56214,No,0,710,3,237,0,3,237,0,70
PRV56216,No,1570,157910,481,328,3,352,449,4,74
PRV56217,No,0,9920,45,220,0,37,268,0,76
PRV56218,No,6618,59160,118,501,56,103,574,64,74
PRV56219,No,3744,116970,277,422,14,98,1194,38,74
PRV56220,No,3204,18610,15,1241,214,14,1329,229,69
PRV56221,No,19684,228340,305,749,65,213,1072,92,72
PRV56222,No,370,24770,101,245,4,72,344,5,72
PRV56224,No,4552,68950,111,621,41,101,683,45,73
PRV56225,Yes,53522,761100,588,1294,91,312,2439,172,74
PRV56227,No,1088,8820,26,339,42,24,368,45,75
PRV56228,No,710,65670,262,251,3,149,441,5,71
PRV56229,No,0,4440,13,342,0,12,370,0,69
PRV56231,Yes,34776,408720,270,1514,129,198,2064,176,72
PRV56232,No,0,9780,35,279,0,34,288,0,73
PRV56233,No,110,32890,98,336,1,42,783,3,76
PRV56234,No,80,21720,70,310,1,56,388,1,74
PRV56235,No,15822,178900,171,1046,93,153,1169,103,74
PRV56236,No,7486,56080,36,1558,208,35,1602,214,74
PRV56237,No,600,35030,198,177,3,131,267,5,73
PRV56238,No,4362,73690,31,2377,141,30,2456,145,75
PRV56239,No,340,54830,125,439,3,55,997,6,68
PRV56241,No,130,31640,140,226,1,98,323,1,72
PRV56242,No,1228,50420,136,371,9,75,672,16,74
PRV56243,No,81274,922780,909,1015,89,604,1528,135,73
PRV56245,No,130,13720,76,181,2,44,312,3,68
PRV56247,No,2256,20410,26,785,87,21,972,107,72
PRV56248,No,2290,283190,934,303,2,477,594,5,72
PRV56249,Yes,61740,875110,1110,788,56,666,1314,93,72
PRV56251,No,0,8950,30,298,0,16,559,0,73
PRV56252,No,0,5210,18,289,0,18,289,0,70
PRV56253,Yes,68064,636680,311,2047,219,228,2792,299,73
PRV56255,No,360,38510,102,378,4,68,566,5,75
PRV56256,No,11758,90650,55,1648,214,53,1710,222,74
PRV56257,Yes,18256,157440,52,3028,351,48,3280,380,74
PRV56258,No,170,26130,70,373,2,70,373,2,75
PRV56259,Yes,17508,160020,196,816,89,188,851,93,72
PRV56260,No,57672,550510,59,9331,977,53,10387,1088,73
PRV56261,No,500,24690,69,358,7,47,525,11,74
PRV56262,No,40,3480,15,232,3,15,232,3,72
PRV56263,No,2336,22940,18,1274,130,17,1349,137,80
PRV56264,No,19294,172050,51,3374,378,45,3823,429,73
PRV56265,No,21930,211760,126,1681,174,54,3921,406,70
PRV56266,No,40,9640,30,321,1,26,371,2,69
PRV56267,No,60,350,4,88,15,4,88,15,70
PRV56268,Yes,67482,940670,1113,845,61,873,1078,77,73
PRV56269,No,8644,83230,17,4896,508,16,5202,540,76
PRV56270,No,2610,289970,1043,278,3,485,598,5,72
PRV56271,No,1528,36760,93,395,16,65,566,24,68
PRV56272,No,190,5450,22,248,9,14,389,14,74
PRV56274,No,4272,23980,8,2998,534,8,2998,534,70
PRV56275,No,250,24690,80,309,3,34,726,7,74
PRV56276,No,0,13390,7,1913,0,7,1913,0,73
PRV56277,No,0,5470,19,288,0,17,322,0,77
PRV56278,No,0,20910,27,774,0,18,1162,0,72
PRV56279,No,100,17770,53,335,2,29,613,3,72
PRV56280,No,90,8450,39,217,2,32,264,3,69
PRV56281,No,210,24130,54,447,4,24,1005,9,71
PRV56282,No,0,500,4,125,0,4,125,0,82
PRV56283,No,0,2320,3,773,0,3,773,0,70
PRV56284,No,110,23090,67,345,2,37,624,3,72
PRV56285,No,13884,140000,13,10769,1068,12,11667,1157,75
PRV56286,No,1068,23000,1,23000,1068,1,23000,1068,73
PRV56287,No,310,28680,107,268,3,83,346,4,74
PRV56288,No,2136,24000,2,12000,1068,2,12000,1068,65
PRV56289,No,5340,28000,5,5600,1068,5,5600,1068,66
PRV56290,No,10,11560,23,503,0,16,723,1,78
PRV56291,No,0,13150,36,365,0,26,506,0,71
PRV56293,No,0,430,3,143,0,3,143,0,71
PRV56295,No,0,1200,4,300,0,4,300,0,72
PRV56297,No,0,7140,28,255,0,23,310,0,77
PRV56299,No,0,320,5,64,0,5,64,0,75
PRV56300,No,100,990,8,124,13,5,198,20,78
PRV56301,No,0,1030,3,343,0,3,343,0,68
PRV56302,No,20,1500,4,375,5,4,375,5,70
PRV56303,No,0,70,2,35,0,2,35,0,76
PRV56304,No,100,12660,15,844,7,13,974,8,75
PRV56305,No,0,4200,29,145,0,12,350,0,77
PRV56306,No,80,1400,7,200,11,5,280,16,64
PRV56307,No,0,1330,12,111,0,12,111,0,71
PRV56308,No,0,5030,15,335,0,9,559,0,74
PRV56309,No,0,1320,3,440,0,3,440,0,60
PRV56310,No,0,80,1,80,0,1,80,0,75
PRV56311,No,100,7670,19,404,5,10,767,10,75
PRV56313,No,0,100,3,33,0,3,33,0,69
PRV56314,No,0,3740,8,468,0,8,468,0,74
PRV56316,No,0,4450,6,742,0,5,890,0,78
PRV56317,No,0,10,2,5,0,2,5,0,83
PRV56318,No,0,200,1,200,0,1,200,0,84
PRV56319,No,0,6480,13,498,0,12,540,0,78
PRV56321,No,20,3910,7,559,3,6,652,3,72
PRV56322,No,220,6800,37,184,6,27,252,8,69
PRV56324,No,0,100,1,100,0,1,100,0,67
PRV56328,No,0,2100,15,140,0,13,162,0,82
PRV56329,No,14952,177000,14,12643,1068,13,13615,1150,70
PRV56330,No,0,3130,16,196,0,15,209,0,72
PRV56331,No,0,10,1,10,0,1,10,0,65
PRV56333,No,0,11600,42,276,0,33,352,0,73
PRV56334,No,0,670,8,84,0,8,84,0,69
PRV56335,No,19224,156000,18,8667,1068,18,8667,1068,79
PRV56336,No,22428,237000,21,11286,1068,21,11286,1068,72
PRV56337,No,30,180,2,90,15,2,90,15,90
PRV56338,No,10680,97400,10,9740,1068,10,9740,1068,68
PRV56339,No,1068,9000,1,9000,1068,1,9000,1068,46
PRV56340,No,3204,57000,3,19000,1068,3,19000,1068,66
PRV56341,No,1068,18000,1,18000,1068,1,18000,1068,76
PRV56342,No,5340,52000,5,10400,1068,5,10400,1068,69
PRV56344,No,0,3520,11,320,0,10,352,0,73
PRV56345,No,2140,134510,572,235,4,243,554,9,74
PRV56346,No,140,16050,42,382,3,25,642,6,76
PRV56347,No,9842,106110,51,2081,193,43,2468,229,75
PRV56348,No,220,11200,58,193,4,36,311,6,76
PRV56349,No,31062,288280,61,4726,509,51,5653,609,71
PRV56350,Yes,69530,812530,158,5143,440,119,6828,584,75
PRV56351,No,90,10920,29,377,3,17,642,5,74
PRV56352,No,4312,37730,24,1572,180,22,1715,196,76
PRV56353,No,320,29340,96,306,3,46,638,7,73
PRV56354,No,3204,70470,11,6406,291,9,7830,356,75
PRV56355,No,4592,76130,115,662,40,35,2175,131,76
PRV56357,No,0,1690,16,106,0,13,130,0,71
PRV56358,No,0,240,4,60,0,4,60,0,77
PRV56360,No,50,25060,78,321,1,34,737,1,72
PRV56361,Yes,7686,105550,114,926,67,51,2070,151,75
PRV56362,No,290,13210,60,220,5,51,259,6,75
PRV56363,No,280,10420,19,548,15,8,1303,35,72
PRV56364,No,320,31280,79,396,4,28,1117,11,78
PRV56366,No,0,1880,9,209,0,8,235,0,70
PRV56367,No,0,10550,45,234,0,14,754,0,77
PRV56368,No,1108,9050,34,266,33,12,754,92,73
PRV56369,No,0,80,1,80,0,1,80,0,58
PRV56370,No,0,1620,9,180,0,3,540,0,68
PRV56373,No,0,10,1,10,0,1,10,0,86
PRV56374,No,390,7570,25,303,16,11,688,35,74
PRV56375,No,390,15220,54,282,7,29,525,13,75
PRV56376,No,70,10780,20,539,4,10,1078,7,71
PRV56377,No,0,60,1,60,0,1,60,0,66
PRV56378,No,0,4480,31,145,0,19,236,0,77
PRV56379,No,60,16520,53,312,1,26,635,2,74
PRV56380,No,0,6040,21,288,0,10,604,0,68
PRV56381,No,0,4720,8,590,0,1,4720,0,83
PRV56384,No,2146,29790,49,608,44,23,1295,93,76
PRV56385,No,100,2770,22,126,5,11,252,9,72
PRV56387,No,0,90,1,90,0,1,90,0,78
PRV56388,No,0,5300,7,757,0,6,883,0,71
PRV56389,No,200,6520,15,435,13,13,502,15,77
PRV56390,No,2216,40220,5,8044,443,5,8044,443,64
PRV56391,No,0,150,2,75,0,2,75,0,72
PRV56392,Yes,6458,41860,20,2093,323,10,4186,646,73
PRV56393,No,0,2580,10,258,0,8,323,0,79
PRV56394,No,0,15920,32,498,0,14,1137,0,69
PRV56395,No,7476,107000,7,15286,1068,7,15286,1068,70
PRV56396,Yes,32270,289380,83,3487,389,71,4076,455,75
PRV56397,No,80,9600,47,204,2,43,223,2,72
PRV56398,No,1068,6030,19,317,56,19,317,56,75
PRV56400,Yes,3204,49800,9,5533,356,9,5533,356,75
PRV56401,No,430,27390,143,192,3,39,702,11,75
PRV56403,Yes,9892,78660,34,2314,291,31,2537,319,72
PRV56404,No,1180,131660,363,363,3,143,921,8,71
PRV56405,No,260,24090,60,402,4,53,455,5,71
PRV56406,No,870,44770,201,223,4,72,622,12,75
PRV56407,No,5440,39500,40,988,136,39,1013,139,70
PRV56408,No,3554,79570,68,1170,52,25,3183,142,72
PRV56410,No,1030,92530,350,264,3,172,538,6,75
PRV56411,No,4572,110650,75,1475,61,35,3161,131,72
PRV56412,No,9862,111360,112,994,88,77,1446,128,71
PRV56413,No,30,8650,12,721,3,12,721,3,72
PRV56414,No,200,5900,27,219,7,26,227,8,70
PRV56415,No,210,15990,41,390,5,41,390,5,74
PRV56416,Yes,226962,2744870,1592,1724,143,695,3949,327,71
PRV56417,No,210,20230,119,170,2,44,460,5,71
PRV56418,No,0,9790,29,338,0,27,363,0,70
PRV56421,Yes,46054,510750,133,3840,346,100,5108,461,72
PRV56423,No,2136,15490,12,1291,178,10,1549,214,74
PRV56425,Yes,9714,135450,381,356,25,138,982,70,69
PRV56426,No,1240,127230,436,292,3,262,486,5,73
PRV56427,No,20,10460,23,455,1,20,523,1,72
PRV56428,Yes,9194,172930,311,556,30,151,1145,61,73
PRV56430,No,90,11130,38,293,2,36,309,3,75
PRV56432,No,5340,54080,25,2163,214,18,3004,297,73
PRV56433,No,460,39510,121,327,4,114,347,4,73
PRV56435,Yes,4892,100030,260,385,19,115,870,43,72
PRV56437,Yes,42294,469300,719,653,59,329,1426,129,73
PRV56438,Yes,66276,827300,133,6220,498,126,6566,526,74
PRV56439,No,1570,134960,443,305,4,237,569,7,73
PRV56440,No,110,29150,89,328,1,72,405,2,74
PRV56441,No,140,3980,35,114,4,34,117,4,73
PRV56442,Yes,87154,1234150,1330,928,66,611,2020,143,70
PRV56444,Yes,4690,383140,1317,291,4,790,485,6,72
PRV56445,No,34266,215750,55,3923,623,50,4315,685,74
PRV56447,Yes,380,50870,170,299,2,101,504,4,70
PRV56448,No,2260,198950,584,341,4,315,632,7,71
PRV56449,No,14444,211880,135,1569,107,109,1944,133,72
PRV56451,No,530,72950,259,282,2,86,848,6,71
PRV56452,No,4432,63150,110,574,40,82,770,54,73
PRV56453,No,210,43550,115,379,2,57,764,4,72
PRV56454,No,530,43910,159,276,3,86,511,6,71
PRV56455,No,30,4860,13,374,2,12,405,3,67
PRV56456,No,15062,114710,46,2494,327,37,3100,407,71
PRV56458,No,6618,53410,54,989,123,48,1113,138,69
PRV56461,No,10870,135180,115,1175,95,103,1312,106,72
PRV56463,No,110,1660,18,92,6,17,98,6,75
PRV56464,No,270,14920,84,178,3,78,191,3,71
PRV56466,No,180,8190,56,146,3,45,182,4,74
PRV56467,No,920,95720,349,274,3,188,509,5,72
PRV56468,No,5340,47270,34,1390,157,32,1477,167,73
PRV56469,No,37500,430560,131,3287,286,121,3558,310,71
PRV56470,No,5470,35610,37,962,148,26,1370,210,72
PRV56471,No,190,10490,43,244,4,21,500,9,77
PRV56473,No,7646,71310,55,1297,139,50,1426,153,75
PRV56474,No,1208,13970,31,451,39,27,517,45,72
PRV56475,No,0,11180,34,329,0,18,621,0,69
PRV56476,No,1068,6700,4,1675,267,4,1675,267,79
PRV56477,No,70,4460,9,496,8,8,558,9,69
PRV56478,No,70698,638850,152,4203,465,127,5030,557,74
PRV56479,No,700,38990,140,279,5,118,330,6,72
PRV56480,No,70,3120,21,149,3,19,164,4,68
PRV56481,Yes,79182,668910,128,5226,619,85,7870,932,71
PRV56482,No,0,14780,28,528,0,21,704,0,78
PRV56483,No,2226,25850,32,808,70,29,891,77,72
PRV56484,No,0,6980,9,776,0,9,776,0,74
PRV56485,No,1208,26790,48,558,25,22,1218,55,71
PRV56486,No,270,26220,77,341,4,37,709,7,66
PRV56487,No,1358,12230,27,453,50,27,453,50,70
PRV56489,No,100,9350,21,445,5,20,468,5,73
PRV56490,No,10680,78170,14,5584,763,14,5584,763,74
PRV56494,No,1450,185430,560,331,3,257,722,6,72
PRV56495,No,220,11750,36,326,6,23,511,10,70
PRV56496,No,130,13620,41,332,3,28,486,5,69
PRV56497,No,70,12540,30,418,2,23,545,3,67
PRV56498,No,0,2510,7,359,0,6,418,0,77
PRV56500,No,4074,65010,151,431,27,74,879,55,67
PRV56501,Yes,5810,175190,232,755,25,126,1390,46,71
PRV56502,No,0,1410,7,201,0,6,235,0,69
PRV56504,No,200,17090,66,259,3,38,450,5,73
PRV56507,No,8673,260300,42,6198,207,26,10012,334,69
PRV56508,No,360,48580,177,274,2,84,578,4,70
PRV56509,No,190,42370,117,362,2,55,770,3,71
PRV56510,No,20,800,9,89,2,7,114,3,65
PRV56511,No,100,6060,23,263,4,19,319,5,77
PRV56512,No,60,10050,27,372,2,17,591,4,76
PRV56514,No,100,1230,6,205,17,6,205,17,80
PRV56515,No,0,2640,7,377,0,6,440,0,67
PRV56517,No,370,38170,123,310,3,96,398,4,72
PRV56518,No,0,900,2,450,0,2,450,0,83
PRV56519,No,7476,69000,7,9857,1068,7,9857,1068,76
PRV56521,No,0,11840,32,370,0,22,538,0,69
PRV56522,No,0,1700,3,567,0,3,567,0,80
PRV56523,Yes,0,6670,21,318,0,20,334,0,70
PRV56524,No,0,120,3,40,0,3,40,0,81
PRV56525,No,140,18830,66,285,2,45,418,3,69
PRV56526,No,180,9020,32,282,6,26,347,7,72
PRV56527,No,90,19990,57,351,2,30,666,3,71
PRV56528,No,220,2400,21,114,10,13,185,17,68
PRV56529,No,110,4970,34,146,3,30,166,4,72
PRV56530,No,0,380,3,127,0,3,127,0,65
PRV56531,No,0,300,5,60,0,5,60,0,67
PRV56533,No,14952,93000,15,6200,997,15,6200,997,71
PRV56535,No,320,17920,67,267,5,50,358,6,73
PRV56536,No,90,17500,65,269,1,34,515,3,75
PRV56537,No,220,22710,104,218,2,74,307,3,71
PRV56538,No,30,4480,23,195,1,11,407,3,70
PRV56539,No,0,900,1,900,0,1,900,0,70
PRV56540,No,1068,0,1,0,1068,1,0,1068,67
PRV56541,Yes,56604,584000,54,10815,1048,53,11019,1068,73
PRV56543,No,4272,22000,4,5500,1068,4,5500,1068,82
PRV56544,No,17088,99630,20,4982,854,20,4982,854,73
PRV56545,No,1068,7000,1,7000,1068,1,7000,1068,65
PRV56546,No,8544,80000,9,8889,949,9,8889,949,80
PRV56547,No,7476,60000,7,8571,1068,7,8571,1068,75
PRV56548,No,8544,124000,8,15500,1068,7,17714,1221,70
PRV56549,No,2136,14000,2,7000,1068,2,7000,1068,79
PRV56550,Yes,58740,554890,80,6936,734,65,8537,904,72
PRV56551,No,100,14070,36,391,3,30,469,3,67
PRV56552,No,0,7390,24,308,0,16,462,0,63
PRV56553,No,140,14620,65,225,2,38,385,4,75
PRV56554,No,190,13810,48,288,4,46,300,4,75
PRV56555,No,61944,494800,69,7171,898,67,7385,925,74
PRV56556,No,81902,852530,880,969,93,384,2220,213,74
PRV56557,No,90,22690,65,349,1,57,398,2,71
PRV56559,No,3470,345330,1113,310,3,807,428,4,73
PRV56560,Yes,266680,3212000,2313,1389,115,919,3495,290,73
PRV56562,No,2206,48650,37,1315,60,23,2115,96,78
PRV56563,No,8544,96890,30,3230,285,27,3589,316,77
PRV56566,Yes,1648,68110,176,387,9,63,1081,26,68
PRV56568,No,840,62180,131,475,6,55,1131,15,76
PRV56570,No,13884,150940,30,5031,463,27,5590,514,78
PRV56571,No,3304,31520,11,2865,300,8,3940,413,82
PRV56572,No,0,3890,20,195,0,19,205,0,70
PRV56574,No,11828,121180,62,1955,191,50,2424,237,71
PRV56575,Yes,121008,1154530,830,1391,146,510,2264,237,74
PRV56576,No,1498,67150,234,287,6,107,628,14,73
PRV56577,No,8046,112430,293,384,27,247,455,33,72
PRV56578,No,7646,138730,81,1713,94,73,1900,105,74
PRV56579,No,70,6850,39,176,2,17,403,4,71
PRV56580,No,590,62890,185,340,3,163,386,4,74
PRV56581,No,0,2110,7,301,0,7,301,0,75
PRV56582,No,0,30,1,30,0,1,30,0,74
PRV56583,No,13884,109070,24,4545,579,24,4545,579,73
PRV56584,No,4352,36660,55,667,79,37,991,118,74
PRV56585,No,4272,25090,7,3584,610,7,3584,610,75
PRV56586,No,200,370,4,93,50,4,93,50,72
PRV56587,Yes,19156,377970,473,799,40,338,1118,57,74
PRV56588,Yes,106092,1030600,269,3831,394,251,4106,423,74
PRV56589,No,4392,42650,24,1777,183,24,1777,183,71
PRV56590,No,0,10410,33,315,0,31,336,0,76
PRV56591,Yes,17388,135460,143,947,122,87,1557,200,75
PRV56592,Yes,63122,732240,118,6205,535,99,7396,638,74
PRV56593,No,60,13490,46,293,1,46,293,1,72
PRV56594,No,280,29730,70,425,4,64,465,4,75
PRV56595,No,80,15760,56,281,1,46,343,2,75
PRV56596,No,50,4140,18,230,3,18,230,3,70
PRV56597,No,540,52120,191,273,3,110,474,5,75
PRV56598,No,770,87080,280,311,3,194,449,4,75
PRV56601,No,1168,11510,33,349,35,31,371,38,68
PRV56602,No,440,55810,145,385,3,49,1139,9,74
PRV56603,No,1068,6120,4,1530,267,4,1530,267,60
PRV56604,No,0,9780,29,337,0,27,362,0,76
PRV56605,Yes,4452,51240,108,474,41,33,1553,135,74
PRV56606,No,9712,94550,64,1477,152,26,3637,374,69
PRV56607,No,4622,48820,72,678,64,46,1061,100,73
PRV56608,Yes,1770,235250,856,275,2,421,559,4,74
PRV56610,No,12816,76590,30,2553,427,28,2735,458,67
PRV56611,No,780,26970,123,219,6,59,457,13,72
PRV56613,No,620,81390,304,268,2,128,636,5,75
PRV56614,No,13884,126100,26,4850,534,25,5044,555,72
PRV56615,No,3574,64650,129,501,28,98,660,36,76
PRV56616,Yes,300,38150,176,217,2,138,276,2,75
PRV56618,No,640,32210,135,239,5,98,329,7,75
PRV56621,No,410,31940,91,351,5,81,394,5,74
PRV56622,No,0,8930,26,343,0,21,425,0,72
PRV56624,Yes,7566,187460,22,8521,344,21,8927,360,72
PRV56625,No,0,10020,36,278,0,32,313,0,73
PRV56626,No,4462,65670,94,699,47,67,980,67,75
PRV56628,No,9752,110420,101,1093,97,85,1299,115,74
PRV56630,Yes,67494,597230,159,3756,424,116,5149,582,72
PRV56632,No,7476,64920,73,889,102,22,2951,340,68
PRV56633,No,0,600,5,120,0,3,200,0,53
PRV56634,No,400,55830,206,271,2,123,454,3,74
PRV56635,No,0,2270,10,227,0,10,227,0,74
PRV56637,No,430,40250,161,250,3,137,294,3,74
PRV56638,No,80,7230,26,278,3,24,301,3,77
PRV56639,No,130,46400,96,483,1,39,1190,3,72
PRV56640,No,100,7320,23,318,4,23,318,4,72
PRV56641,No,0,100,1,100,0,1,100,0,47
PRV56642,No,590,45430,141,322,4,103,441,6,75
PRV56643,No,8544,72690,24,3029,356,22,3304,388,79
PRV56645,No,160,22720,64,355,3,52,437,3,75
PRV56647,Yes,126084,1288910,183,7043,689,157,8210,803,75
PRV56648,No,140,14940,49,305,3,48,311,3,74
PRV56649,Yes,7378,192350,266,723,28,123,1564,60,71
PRV56651,No,40,18630,71,262,1,38,490,1,75
PRV56653,No,100,21060,72,293,1,39,540,3,70
PRV56654,No,140,17620,49,360,3,34,518,4,75
PRV56655,No,1010,69380,251,276,4,104,667,10,73
PRV56656,No,260,14060,42,335,6,29,485,9,78
PRV56657,No,0,5200,20,260,0,18,289,0,74
PRV56658,No,1428,35160,70,502,20,69,510,21,74
PRV56659,No,2346,34550,141,245,17,66,523,36,72
PRV56660,No,0,180,4,45,0,4,45,0,83
PRV56662,No,3204,15290,9,1699,356,7,2184,458,77
PRV56663,No,13336,159640,251,636,53,133,1200,100,75
PRV56664,No,1068,59600,15,3973,71,11,5418,97,71
PRV56667,No,90,6300,32,197,3,28,225,3,71
PRV56668,Yes,55606,623470,73,8541,762,65,9592,855,74
PRV56669,Yes,30004,283610,40,7090,750,32,8863,938,72
PRV56671,No,3354,35340,43,822,78,30,1178,112,69
PRV56672,No,220,40980,161,255,1,70,585,3,72
PRV56673,No,2136,42640,4,10660,534,4,10660,534,80
PRV56674,No,100,15860,46,345,2,21,755,5,76
PRV56675,No,740,98690,323,306,2,172,574,4,76
PRV56677,No,0,20,1,20,0,1,20,0,69
PRV56679,No,100,4170,25,167,4,19,219,5,74
PRV56680,No,8714,64400,33,1952,264,32,2013,272,76
PRV56681,No,0,790,5,158,0,5,158,0,76
PRV56682,No,3204,16410,19,864,169,19,864,169,70
PRV56683,No,340,54880,167,329,2,143,384,2,74
PRV56684,No,17118,172070,92,1870,186,88,1955,195,73
PRV56685,Yes,34466,435290,405,1075,85,121,3597,285,73
PRV56686,No,16120,143000,20,7150,806,18,7944,896,74
PRV56687,No,110,4120,9,458,12,7,589,16,74
PRV56688,No,140,7860,37,212,4,19,414,7,73
PRV56689,Yes,5450,505530,1794,282,3,796,635,7,75
PRV56691,No,0,340,4,85,0,4,85,0,84
PRV56693,No,1350,91230,373,245,4,302,302,4,73
PRV56694,No,70,3950,8,494,9,8,494,9,79
PRV56696,No,7546,69220,34,2036,222,33,2098,229,75
PRV56697,No,200,21570,78,277,3,36,599,6,74
PRV56699,No,0,550,3,183,0,3,183,0,77
PRV56700,No,0,640,5,128,0,5,128,0,76
PRV56701,No,4272,36680,23,1595,186,22,1667,194,73
PRV56702,No,380,47350,224,211,2,82,577,5,73
PRV56703,No,22478,186070,48,3876,468,46,4045,489,77
PRV56705,No,4272,61120,16,3820,267,16,3820,267,73
PRV56706,Yes,32500,346360,347,998,94,144,2405,226,73
PRV56707,No,160,2860,18,159,9,6,477,27,74
PRV56708,No,0,3530,7,504,0,5,706,0,64
PRV56710,No,10760,64690,67,966,161,53,1221,203,71
PRV56711,Yes,8774,107950,63,1713,139,39,2768,225,71
PRV56712,No,2136,5310,4,1328,534,2,2655,1068,88
PRV56713,No,56984,499920,173,2890,329,141,3546,404,74
PRV56715,No,2206,18670,13,1436,170,13,1436,170,72
PRV56716,No,600,47360,124,382,5,65,729,9,76
PRV56717,No,1068,11400,8,1425,134,7,1629,153,72
PRV56718,No,590,32620,142,230,4,77,424,8,73
PRV56719,Yes,10810,123600,67,1845,161,57,2168,190,73
PRV56720,No,2186,18750,12,1563,182,12,1563,182,67
PRV56721,No,820,60120,202,298,4,182,330,5,73
PRV56722,No,1348,24770,25,991,54,25,991,54,70
PRV56723,No,80,2830,18,157,4,11,257,7,73
PRV56724,No,6478,85860,26,3302,249,26,3302,249,73
PRV56725,No,940,99310,291,341,3,132,752,7,72
PRV56726,No,3204,72440,16,4528,200,16,4528,200,71
PRV56728,No,50,10640,42,253,1,17,626,3,68
PRV56729,No,840,70080,219,320,4,179,392,5,73
PRV56730,Yes,24564,303950,54,5629,455,51,5960,482,71
PRV56731,Yes,4352,109700,20,5485,218,20,5485,218,73
PRV56732,Yes,13954,172920,28,6176,498,26,6651,537,75
PRV56733,No,13276,123300,198,623,67,89,1385,149,74
PRV56734,No,10770,109700,22,4986,490,22,4986,490,70
PRV56735,No,1940,133630,412,324,5,285,469,7,73
PRV56738,No,21612,268680,512,525,42,300,896,72,74
PRV56739,No,1068,11150,5,2230,214,5,2230,214,82
PRV56740,No,80,8720,45,194,2,38,229,2,70
PRV56741,No,90,5620,25,225,4,25,225,4,74
PRV56742,No,9612,120750,35,3450,275,32,3773,300,75
PRV56743,No,1050,126960,393,323,3,328,387,3,73
PRV56745,No,530,27460,132,208,4,53,518,10,77
PRV56746,No,16080,171030,43,3977,374,42,4072,383,74
PRV56747,No,1068,18530,16,1158,67,16,1158,67,77
PRV56748,Yes,123710,1415780,463,3058,267,361,3922,343,74
PRV56749,No,10680,110210,28,3936,381,26,4239,411,74
PRV56750,No,1068,26350,11,2395,97,11,2395,97,76
PRV56751,No,5700,86410,84,1029,68,51,1694,112,71
PRV56752,No,1188,16120,25,645,48,24,672,50,76
PRV56753,No,9612,100080,24,4170,401,21,4766,458,77
PRV56754,No,9772,74050,109,679,90,70,1058,140,76
PRV56755,No,3274,54160,18,3009,182,17,3186,193,76
PRV56758,No,1770,164890,531,311,3,347,475,5,74
PRV56759,No,2176,28260,11,2569,198,11,2569,198,73
PRV56760,No,1610,188300,643,293,3,403,467,4,75
PRV56761,No,94124,832220,117,7113,804,107,7778,880,76
PRV56762,No,1168,10710,39,275,30,35,306,33,78
PRV56763,No,11748,116490,26,4480,452,25,4660,470,75
PRV56764,No,5910,95680,201,476,29,139,688,43,74
PRV56765,No,0,5970,22,271,0,21,284,0,74
PRV56766,No,2156,24780,29,854,74,27,918,80,71
PRV56767,No,6478,51570,18,2865,360,18,2865,360,73
PRV56768,No,4272,17000,4,4250,1068,4,4250,1068,76
PRV56769,No,4272,35120,23,1527,186,21,1672,203,75
PRV56771,No,30,460,2,230,15,2,230,15,73
PRV56772,No,5470,47960,70,685,78,54,888,101,75
PRV56773,No,7696,64730,43,1505,179,33,1962,233,71
PRV56774,No,1068,4000,1,4000,1068,1,4000,1068,68
PRV56775,No,3204,34350,18,1908,178,18,1908,178,71
PRV56777,No,14054,113150,44,2572,319,44,2572,319,76
PRV56778,No,16040,122180,38,3215,422,38,3215,422,75
PRV56780,No,0,880,7,126,0,7,126,0,73
PRV56782,No,510,90010,288,313,2,109,826,5,74
PRV56783,No,0,25430,85,299,0,69,369,0,72
PRV56784,No,390,6920,19,364,21,18,384,22,71
PRV56788,No,170,50070,177,283,1,116,432,1,75
PRV56789,No,7646,63510,67,948,114,49,1296,156,75
PRV56790,No,40,34990,91,385,0,64,547,1,73
PRV56791,No,590,67030,233,288,3,162,414,4,74
PRV56792,No,0,2460,8,308,0,8,308,0,73
PRV56793,No,3204,56330,31,1817,103,29,1942,110,72
PRV56796,No,2466,71490,92,777,27,87,822,28,73
PRV56797,No,0,1260,5,252,0,5,252,0,77
PRV56798,No,40,10100,24,421,2,22,459,2,77
PRV56800,No,7566,100830,57,1769,133,48,2101,158,74
PRV56801,No,40,8210,25,328,2,24,342,2,75
PRV56802,No,13884,185000,13,14231,1068,11,16818,1262,80
PRV56803,No,8976,319420,795,402,11,416,768,22,75
PRV56805,No,0,70,1,70,0,1,70,0,74
PRV56807,No,390,22740,91,250,4,85,268,5,73
PRV56808,Yes,50196,433610,62,6994,810,62,6994,810,76
PRV56809,No,4332,45270,44,1029,98,41,1104,106,75
PRV56810,No,0,7890,14,564,0,14,564,0,72
PRV56811,No,7756,106050,62,1710,125,60,1768,129,76
PRV56813,No,340,33940,106,320,3,83,409,4,69
PRV56816,No,0,7040,15,469,0,15,469,0,69
PRV56818,No,4272,45540,20,2277,214,17,2679,251,75
